eis_poll_nei17,county,district,emission_quant_fy22,emission_quant_fy23,emission_quant_diff_fy23_fy22,emission_quant_perdiff_fy23_fy22,road_type_id,sut_fueltype_lab,vmt_mix_perdiff_fy23_fy22,vmt_fy22,vmt_fy23,vmt_mix_fy22_13_19,vmt_mix_fy23_13_21,emission_rate_calc_gm,emission_quant_fy22_gm,emission_quant_fy23_gm,emission_quant_diff_fy23_fy22_gm,vmt_diff_fy23_fy22
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,SUShT_Gas,13.57,1039022.42,1180060.86,0.4,0.45,0.15,439.08,498.68,59.6,141038.43
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,MH_Diesel,13.57,136316.63,154820.45,0.05,0.06,4.72,1761.04,2000.09,239.05,18503.82
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,RT_Diesel,13.52,9755.3,11073.96,0.03,0.03,4.63,123.68,140.4,16.72,1318.66
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,SULhT_Gas,13.52,36653.76,41608.37,0.11,0.13,0.13,13.27,15.06,1.79,4954.61
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,MH_Gas,13.52,21277.89,24154.1,0.07,0.08,2.09,121.62,138.06,16.44,2876.2
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,SULhT_Diesel,13.52,123271.54,139934.56,0.38,0.44,0.84,283.97,322.36,38.39,16663.02
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,SUShT_Gas,13.52,215465.46,244590.63,0.67,0.76,0.15,91.25,103.59,12.34,29125.17
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,RT_Gas,13.52,265.73,301.64,0.0,0.0,3.39,2.47,2.8,0.33,35.92
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,SUShT_Diesel,13.52,672600.01,763517.55,2.1,2.38,0.98,1813.74,2058.91,245.17,90917.54
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,MH_Diesel,13.52,11678.13,13256.71,0.04,0.04,4.76,152.14,172.71,20.57,1578.57
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,TBus_Diesel,12.49,50697.09,57027.91,0.03,0.04,3.05,423.06,475.89,52.83,6330.83
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,SBus_Gas,12.49,1960.4,2205.21,0.0,0.0,1.21,6.48,7.28,0.81,244.81
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,OBus_Diesel,12.49,158894.62,178736.67,0.11,0.12,4.95,2156.38,2425.66,269.28,19842.05
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,SBus_Diesel,12.49,105943.95,119173.76,0.07,0.08,2.59,751.23,845.04,93.81,13229.81
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,PT_Diesel,12.14,215977.26,242187.22,0.89,1.0,1.59,942.13,1056.46,114.33,26209.97
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,LCT_Gas,12.14,628865.35,705181.44,2.59,2.91,0.38,659.02,739.0,79.98,76316.09
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,PT_Gas,12.14,5065663.39,5680408.02,20.89,23.43,0.29,4083.74,4579.32,495.58,614744.64
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,LCT_Diesel,12.14,45148.01,50626.96,0.19,0.21,2.38,294.74,330.51,35.77,5478.95
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,RT_Diesel,7.37,64391.18,69139.16,0.04,0.05,4.84,853.67,916.61,62.95,4747.98
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,SULhT_Gas,7.37,209740.84,225206.4,0.14,0.15,0.13,73.03,78.41,5.38,15465.56
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,SUShT_Gas,7.37,1595520.78,1713168.94,1.09,1.17,0.15,635.35,682.2,46.85,117648.15
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,RT_Gas,7.37,1753.96,1883.29,0.0,0.0,3.77,18.12,19.46,1.34,129.33
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,SUShT_Diesel,7.37,4980600.1,5347852.23,3.4,3.65,1.32,17946.7,19270.02,1323.33,367252.13
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,SULhT_Diesel,7.37,705386.71,757399.47,0.48,0.52,1.16,2240.16,2405.34,165.18,52012.76
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,MH_Gas,7.37,171048.01,183660.5,0.12,0.13,2.12,992.88,1066.09,73.21,12612.49
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,MH_Diesel,7.37,93877.8,100800.02,0.06,0.07,5.33,1371.82,1472.97,101.15,6922.22
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,LCT_Gas,7.25,3926863.27,4211556.15,2.68,2.88,0.38,4126.6,4425.78,299.17,284692.88
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,PT_Gas,7.25,40423284.6,43353924.29,27.61,29.61,0.3,33429.61,35853.21,2423.61,2930639.69
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,LCT_Diesel,7.25,281920.54,302359.45,0.19,0.21,2.07,1595.81,1711.5,115.69,20438.9
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,PT_Diesel,7.25,1723468.29,1848417.67,1.18,1.26,1.38,6513.25,6985.46,472.2,124949.39
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,LCT_Gas,4.78,878891.99,920902.92,2.74,2.87,0.4,956.48,1002.2,45.72,42010.93
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,PT_Gas,4.78,6302522.0,6603781.75,19.65,20.59,0.34,5793.64,6070.58,276.94,301259.75
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,PT_Diesel,4.78,268711.38,281555.76,0.84,0.88,1.15,843.62,883.95,40.33,12844.37
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,LCT_Diesel,4.78,63098.12,66114.21,0.2,0.21,1.72,297.53,311.75,14.22,3016.08
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,TBus_Diesel,1.61,11512.32,11697.35,0.04,0.04,2.69,84.82,86.18,1.36,185.03
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,SBus_Gas,1.61,278.87,283.35,0.0,0.0,1.2,0.92,0.93,0.01,4.48
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,OBus_Diesel,1.61,29205.88,29675.29,0.09,0.09,4.83,386.08,392.29,6.21,469.4
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,SBus_Diesel,1.61,15070.67,15312.89,0.05,0.05,2.31,95.29,96.83,1.53,242.22
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,PT_Gas,-1.78,51014050.92,50105545.53,19.43,19.09,0.34,46889.74,46054.69,-835.06,-908505.39
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,PT_Diesel,-1.78,2175011.25,2136276.64,0.83,0.81,1.14,6783.79,6662.98,-120.81,-38734.61
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,LCT_Gas,-1.78,5296813.83,5202483.27,2.02,1.98,0.4,5754.08,5651.61,-102.47,-94330.56
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,LCT_Diesel,-1.78,380273.14,373500.89,0.14,0.14,1.71,1776.59,1744.96,-31.64,-6772.26
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,PC_Diesel,-1.78,146454.5,143844.13,0.46,0.45,0.08,32.67,32.08,-0.58,-2610.37
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,PC_Gas,-1.78,20661627.66,20293359.29,64.42,63.28,0.08,4507.43,4427.09,-80.34,-368268.37
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,PC_Diesel,-4.16,551023.55,528075.97,0.38,0.36,0.07,111.25,106.62,-4.63,-22947.58
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,PC_Gas,-4.16,77737751.26,74500334.0,53.1,50.89,0.07,15474.27,14829.84,-644.43,-3237417.26
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,CLhT_Diesel,-4.94,6925840.81,6584026.45,4.73,4.5,4.72,89471.26,85055.54,-4415.72,-341814.36
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,CShT_Gas,-4.94,814.95,774.73,0.0,0.0,0.55,1.24,1.18,-0.06,-40.22
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,CShT_Diesel,-4.94,6199436.38,5893472.61,4.23,4.03,3.6,61196.57,58176.31,-3020.26,-305963.78
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,CLhT_Diesel,-5.16,1601560.28,1518932.97,4.99,4.74,4.29,18826.91,17855.59,-971.31,-82627.3
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,CShT_Diesel,-5.16,930926.2,882898.08,2.9,2.75,3.17,8094.91,7677.28,-417.63,-48028.12
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,CShT_Gas,-5.16,122.38,116.06,0.0,0.0,0.67,0.23,0.21,-0.01,-6.31
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,PC_Gas,-5.99,16799863.94,15793083.09,69.3,65.14,0.07,3286.65,3089.69,-196.96,-1006780.85
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,PC_Diesel,-5.99,119081.41,111945.11,0.49,0.46,0.07,23.43,22.03,-1.4,-7136.3
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,4,MC_Gas,-8.43,70704.06,64742.58,0.22,0.2,0.72,138.8,127.1,-11.7,-5961.48
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,TBus_Diesel,-10.83,169866.97,151477.26,0.06,0.06,2.66,1238.94,1104.81,-134.13,-18389.71
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,OBus_Diesel,-10.83,542182.11,483485.76,0.21,0.18,4.8,7130.36,6358.43,-771.93,-58696.35
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,SBus_Gas,-10.83,5753.68,5130.79,0.0,0.0,1.2,18.89,16.84,-2.04,-622.89
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,SBus_Diesel,-10.83,310940.08,277277.87,0.12,0.11,2.28,1945.95,1735.28,-210.67,-33662.21
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,PC_Gas,-12.91,125582932.16,109365562.58,47.84,41.66,0.08,27418.58,23877.83,-3540.75,-16217369.58
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,PC_Diesel,-12.91,890161.5,775208.95,0.34,0.3,0.08,198.79,173.12,-25.67,-114952.55
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,3,MC_Gas,-14.13,487994.48,419018.7,0.33,0.29,0.64,861.15,739.43,-121.72,-68975.78
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,SBus_Diesel,-17.04,34613.74,28716.23,0.14,0.12,3.09,292.75,242.87,-49.88,-5897.5
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,OBus_Diesel,-17.04,65484.9,54327.56,0.27,0.22,5.66,1015.85,842.77,-173.08,-11157.34
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,SBus_Gas,-17.04,640.5,531.37,0.0,0.0,1.27,2.23,1.85,-0.38,-109.13
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,TBus_Diesel,-17.04,21389.74,17745.35,0.09,0.07,3.68,215.62,178.88,-36.74,-3644.39
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,MC_Gas,-21.06,418095.78,330034.36,0.16,0.13,0.72,824.67,650.97,-173.7,-88061.43
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,MC_Gas,-22.29,75248.48,58478.31,0.31,0.24,0.56,115.4,89.68,-25.72,-16770.16
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,CShT_Diesel,255.09,9121342.87,32388636.57,0.99,3.5,4.57,114207.63,405535.62,291327.99,23267293.7
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,CShT_Gas,255.09,1199.06,4257.69,0.0,0.0,0.61,2.0,7.09,5.09,3058.63
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,CLhT_Diesel,255.09,3046305.73,10817013.51,0.33,1.17,5.49,45835.25,162754.68,116919.43,7770707.79
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,RT_Diesel,62.47,189446.69,307796.9,0.02,0.03,5.61,2913.91,4734.28,1820.37,118350.22
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,SULhT_Diesel,62.47,588010.75,955349.97,0.06,0.1,1.5,2412.82,3920.15,1507.33,367339.23
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,SUShT_Gas,62.47,5051312.01,8206943.22,0.55,0.89,0.16,2251.47,3657.99,1406.52,3155631.21
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,SUShT_Diesel,62.47,15768246.57,25618909.3,1.71,2.77,1.81,78335.36,127272.64,48937.29,9850662.73
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,RT_Gas,62.47,5160.35,8384.1,0.0,0.0,3.72,52.61,85.48,32.87,3223.75
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,MH_Gas,62.47,483055.43,784827.48,0.05,0.08,2.16,2862.5,4650.75,1788.25,301772.05
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,SULhT_Gas,62.47,174840.08,284065.32,0.02,0.03,0.13,63.92,103.85,39.93,109225.25
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,MH_Diesel,62.47,265119.59,430743.82,0.03,0.05,6.29,4565.52,7417.67,2852.15,165624.23
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,RT_Diesel,11.71,45883.37,51256.36,0.03,0.04,4.34,545.33,609.18,63.86,5372.99
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,MH_Diesel,11.71,69262.66,77373.39,0.05,0.05,4.44,841.75,940.32,98.57,8110.73
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,SUShT_Gas,11.71,527928.65,589749.66,0.37,0.42,0.16,237.88,265.73,27.86,61821.01
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,RT_Gas,11.71,1249.82,1396.18,0.0,0.0,3.29,11.28,12.6,1.32,146.36
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,SUShT_Diesel,11.71,1647989.49,1840970.82,1.17,1.31,0.98,4410.82,4927.33,516.51,192981.33
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,SULhT_Diesel,11.71,2297975.72,2567071.13,1.63,1.82,0.78,4924.81,5501.51,576.7,269095.42
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,SULhT_Gas,11.71,683283.85,763297.12,0.49,0.54,0.13,244.68,273.33,28.65,80013.27
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,MH_Gas,11.71,126198.53,140976.51,0.09,0.1,2.04,705.68,788.32,82.64,14777.98
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,RT_Diesel,10.24,106431.67,117330.18,0.05,0.05,4.56,1329.47,1465.61,136.14,10898.51
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,RT_Gas,10.24,2899.1,3195.96,0.0,0.0,3.69,29.27,32.27,3.0,296.87
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,SUShT_Diesel,10.24,8232395.17,9075384.9,3.72,4.1,1.3,29392.34,32402.09,3009.75,842989.73
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,SUShT_Gas,10.24,2637223.9,2907273.21,1.19,1.31,0.16,1130.19,1245.92,115.73,270049.31
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,SULhT_Diesel,10.24,1165928.21,1285318.19,0.53,0.58,1.09,3474.07,3829.81,355.74,119389.98
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,SULhT_Gas,10.24,346679.0,382178.61,0.16,0.17,0.13,120.72,133.08,12.36,35499.61
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,MH_Diesel,10.24,155169.88,171059.13,0.07,0.08,5.03,2137.17,2356.01,218.84,15889.25
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,MH_Gas,10.24,282723.93,311674.6,0.13,0.14,2.1,1626.18,1792.7,166.52,28950.67
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,LCT_Diesel,7.14,161891.98,173452.46,0.11,0.12,1.74,773.59,828.83,55.24,11560.48
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,PT_Gas,7.14,21717982.78,23268833.35,15.42,16.52,0.38,22826.14,24456.13,1629.98,1550850.57
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,LCT_Gas,7.14,2254988.76,2416014.33,1.6,1.72,0.44,2743.81,2939.75,195.93,161025.57
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,2,PT_Diesel,7.14,925957.77,992079.11,0.66,0.7,1.2,3054.73,3272.86,218.13,66121.34
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,4,LCT_Diesel,6.71,541800.77,578138.95,0.19,0.2,1.74,2586.38,2759.85,173.47,36338.17
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,4,PT_Diesel,6.71,2307327.46,2462078.18,0.81,0.87,1.21,7630.67,8142.45,511.78,154750.72
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,4,LCT_Gas,6.71,7546727.63,8052880.99,2.66,2.84,0.42,8657.42,9238.07,580.65,506153.36
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,4,PT_Gas,6.71,54117476.58,57747095.14,19.05,20.33,0.35,51223.78,54659.32,3435.54,3629618.56
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,TBus_Diesel,6.61,380389.01,405542.58,0.04,0.04,3.75,3909.21,4167.71,258.5,25153.57
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,OBus_Diesel,6.61,1164564.84,1241572.75,0.13,0.13,5.68,18125.95,19324.54,1198.59,77007.91
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,SBus_Diesel,6.61,615560.82,656265.34,0.07,0.07,3.12,5268.21,5616.57,348.37,40704.52
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,SBus_Gas,6.61,11390.43,12143.63,0.0,0.0,1.28,39.92,42.56,2.64,753.2
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,LCT_Diesel,6.18,378049.09,401427.88,0.17,0.18,2.1,2173.51,2307.92,134.41,23378.78
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,PT_Diesel,6.18,2311132.11,2454053.92,1.04,1.11,1.44,9142.44,9707.81,565.37,142921.8
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,LCT_Gas,6.18,5265835.11,5591477.53,2.38,2.53,0.43,6176.73,6558.71,381.97,325642.42
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,3,PT_Gas,6.18,54206713.21,57558889.05,24.49,26.01,0.34,50995.87,54149.49,3153.62,3352175.84
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,PT_Diesel,5.42,9229712.09,9729656.41,1.0,1.05,1.79,45230.6,47680.6,2450.0,499944.32
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,PT_Gas,5.42,216479340.96,228205342.35,23.42,24.69,0.34,199068.05,209850.93,10782.89,11726001.38
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,LCT_Gas,5.42,26874339.37,28330037.35,2.91,3.07,0.43,31653.05,33367.6,1714.55,1455697.99
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,5,LCT_Diesel,5.42,1929384.31,2033892.96,0.21,0.22,2.6,13744.06,14488.54,744.47,104508.65
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,4,MH_Diesel,4.25,135039.19,140779.81,0.05,0.05,4.15,1535.17,1600.43,65.26,5740.62
NOX,Brazos,Bryan,2.6593419868384305,3.0611300296305695,0.401788042792139,15.108551091986719,4,RT_Diesel,4.25,112804.65,117600.07,0.04,0.04,3.95,1221.37,1273.3,51.92,4795.41
